Species_ID,Subclass,Order,Superfamily,Family,Biovolume_mm3,Genus,Species,B0 Order,tiering,motility,feeding,ecospace
Lim211,Pteriomorphia,Limoida,Limoidea,Limidae,40.84988107,Limatula,Limatula laminifera,0.52,3,2,1,321
Lim212,Pteriomorphia,Limoida,Limoidea,Limidae,396.3681616,Limatula,Limatula subovata,0.52,3,2,1,321
Lim213,Pteriomorphia,Limoida,Limoidea,Limidae,6.701296978,Limea ,Limea lirata,0.52,3,4,1,341
Lim214,Pteriomorphia,Limoida,Limoidea,Limidae,106.1931971,Limea,Limea sarsi,0.52,3,4,1,341
Lim217,Pteriomorphia,Limoida,Limoidea,Limidae,5.815681427,Limatula,Limatula louiseae,0.52,3,2,1,321
Lim218,Pteriomorphia,Limoida,Limoidea,Limidae,180.3921581,Limatula,Limatula margaretae,0.52,3,2,1,321
Lim219,Pteriomorphia,Limoida,Limoidea,Limidae,853.1899956,Limatula,Limatula smithi,0.52,3,2,1,321
Lim220,Pteriomorphia,Limoida,Limoidea,Limidae,117.1753306,Limatula,Limatula celtica,0.52,3,2,1,321
Lim223,Pteriomorphia,Limoida,Limoidea,Limidae,5.632045714,Limatula,Limatula bisecta,0.52,3,2,1,321
Lim224,Pteriomorphia,Limoida,Limoidea,Limidae,205.8214108,Limea,Limea argentineae,0.52,3,4,1,341
Lim270,Pteriomorphia,Limoida,Limoidea,Limidae,118.7609887,Limatula ,Limatula sp. 3,0.52,3,2,1,321
Lim271,Pteriomorphia,Limoida,Limoidea,Limidae,106.1931971,Limea,Limea sp. 240,0.52,3,4,1,341
Luc34,Heterodonta,Veneroida,Lucinoidea,Lucinidae,4772.265255,Myrteopsis,Myrteopsis lens,0.42,5,3,2,532
Luc51,Heterodonta,Veneroida,Lucinoidea,Lucinidae,181917.9619,Lucinoma,Lucinoma filosa,0.42,5,3,2,532
Luc58,Heterodonta,Veneroida,Lucinoidea,Lucinidae,93345.11356,Lucinidae,Lucinidae sp.,0.42,5,3,2,532
Luc59,Heterodonta,Veneroida,Lucinoidea,Lucinidae,93345.11356,Lucinidae,Lucinidae sp. 280,0.42,5,3,2,532
Lyo22,Anomalodesmata,Pholadomyoida,Pholadomyoida,Lyonsiidae,174.24,Lyonsia,Lyonsia sp. 1,0.42,6,3,1,631
Mac40,Heterodonta,Veneroida,Mactroidea,Mactridae,908280,Mactridae,Mactridae sp. ,0.42,5,3,2,532
Mal10,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,1825.794564,Malletia,Malletia pallida,0.28,5,3,2,532
Mal11,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,5858.385898,Malletia,Malletia polita,0.28,5,3,2,532
Mal12,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,1221.27404,Malletia,Malletia grasslei,0.28,5,3,2,532
Mal13,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,167.2689139,Malletia,Malletia malita,0.28,5,3,2,532
Mal14,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,51.529,Malletia,Malletia surinamensis,0.28,5,3,2,532
Mal15,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,813.3563341,Malletia,Malletia obtusa,0.28,5,3,2,532
Mal21,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,860.7890797,Malletia,Malletia sp.,0.28,5,3,2,532
Mal22,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,860.7890797,Malletia ,Malletia succisa atlantica,0.28,5,3,2,532
Mal7,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,305.1873586,Malletia,Malletia abyssorum,0.28,5,3,2,532
Mal8,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,344.6050624,Malletia,Malletia cuneata,0.28,5,3,2,532
Mal9,Protobranchia,Nuculoida,Nuculanoidea,Malletiidae,1818.852831,Malletia,Malletia johnsoni,0.28,5,3,2,532
Man5,Protobranchia,Solemyoida,Manzanelloidea,Manzanellidae,13.234375,Nucinella,Nucinella pretiosa,0.28,5,3,6,536
Mon7,Heterodonta,Veneroida,Galeommatoidea,Montacutidae,164.11,Montacutidae,Montacutidae sp.,0.42,5,3,1,531
Myt10,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,346004.6953,Musculus,Musculus discors,0.55,3,5,1,351
Myt136,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,12573.73265,Adipicola,Adipicola simpsoni,0.55,3,6,1,361
Myt137,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,2449.159784,Mytilidae,Mytilidae sp. 115,0.55,3,4,1,341
Myt138,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,2012.758673,Mytilidae,Mytilidae sp. 330,0.55,3,4,1,341
Myt139,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,213.347622,Dacrydium,Dacrydium sp. 2,0.55,3,4,1,341
Myt141,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,223.8420517,Dacrydium ,Dacrydium sp.,0.55,3,4,1,341
Myt142,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,213.347622,Dacrydium,Dacrydium sp. L,0.55,3,4,1,341
Myt143,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,4478.015392,Modiolus,Modiolus sp.,0.55,3,4,1,341
Myt144,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,4478.015392,Modiolarca,Modiolarca tumida,0.55,3,4,1,341
Myt23,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,359.2893703,Dacrydium,Dacrydium vitreum,0.55,3,4,1,341
Myt41,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,174.1648793,Dacrydium,Dacrydium abyssorum,0.55,3,4,1,341
Myt42,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,97.88569161,Dacrydium,Dacrydium angulare,0.55,3,4,1,341
Myt43,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,533.8246896,Dacrydium,Dacrydium ockelmanni,0.55,3,4,1,341
Myt44,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,113.5607482,Dacrydium,Dacrydium sandersi,0.55,3,4,1,341
Myt74,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,172.7021244,Dacrydium,Dacrydium wareni,0.55,3,4,1,341
Myt75,Pteriomorphia,Mytiloida,Mytiloidea,Mytilidae,48.472871,Dacrydium ,Dacrydium hedleyi,0.55,3,4,1,341
Nei10,Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,279.9495605,Neilonella,Neilonella hampsoni,0.28,5,3,2,532
Nei16,Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,347.1706026,Neilonella,Neilonella seguenza,0.28,5,3,2,532
Nei7,Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,260.6805556,Neilonella,Neilonella salicensis,0.28,5,3,2,532
Nei8,Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,541.0732285,Neilonella,Neilonella whoii,0.28,5,3,2,532
Nei9,Protobranchia,Nuculoida,Nuculanoidea,Neilonellidae,294.8848427,Neilonella ,Neilonella corpulenta,0.28,5,3,2,532
Neo19,Heterodonta,Veneroida,Cyamioidea,Neoleptonidae,11.49729359,Neolepton,Neolepton sp. 246,0.42,5,3,1,531
Neo4,Heterodonta,Veneroida,Cyamioidea,Neoleptonidae,11.49729359,Neolepton,Neolepton profundorum,0.42,5,3,1,531
Nuc110,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,155.2844283,Nuculoidea,Nuculoidea bushae,0.28,5,2,2,522
Nuc112,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,16.93401592,Nuculoma,Nuculoma granulosa,0.28,5,2,2,522
Nuc113,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,669.6788726,Nuculoma,Nuculoma perforata,0.28,5,2,2,522
Nuc114,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,34.02267843,Nuculoma,Nuculoma similis,0.28,5,2,2,522
Nuc115,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,6123.6,Nucula,Nucula callicredemna,0.28,5,2,2,522
Nuc116,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,6.346724705,Nuculoma,Nuculoma elongata,0.28,5,2,2,522
Nuc117,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,118.5300167,Brevinucula,Brevinucula subtriangularis,0.28,5,2,2,522
Nuc124,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,6123.6,Nucula,Nucula sp. 330,0.28,5,2,2,522
Nuc125,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,6123.6,Nuculidae,Nuculidae sp. 280,0.28,5,2,2,522
Nuc18,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,225.0307636,Deminucula,Deminucula atacellana,0.28,5,2,2,522
Nuc19,Protobranchia,Nuculoida,Nuculoidea,Nuculidae,175.8506324,Brevinucula,Brevinucula verrilli,0.28,5,2,2,522
Nuc218,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,56.22288357,Ledella,Ledella sandersi,0.28,5,2,2,522
Nuc220,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,23.49057091,Ledella,Ledella ultima,0.28,5,2,2,522
Nuc223,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,1188.389473,Nuculana,Nuculana vestita,0.28,5,2,2,522
Nuc224,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,732.1789808,Propeleda,Propeleda carpenteri,0.28,5,2,2,522
Nuc225,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,139.8862442,Ledella,Ledella acinula,0.28,5,2,2,522
Nuc226,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,45.36305066,Ledella ,Ledella acuminata,0.28,5,2,2,522
Nuc227,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,93.43181483,Ledella,Ledella jamesi,0.28,5,2,2,522
Nuc228,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,106.6526108,Ledella,Ledella pustulosa,0.28,5,2,2,522
Nuc229,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,33.40008,Ledella,Ledella sublevis,0.28,5,2,2,522
Nuc230,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,100.9900314,Tindariopsis ,Tindariopsis aeoleta,0.28,5,3,3,533
Nuc232,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,14.93002612,Ledella,Ledella aberrata,0.28,5,2,2,522
Nuc233,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,20.54788015,Ledella ,Ledella lusitanensis ,0.28,5,2,2,522
Nuc234,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,141.7513941,Ledella ,Ledella similis,0.28,5,2,2,522
Nuc236,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,16.65178859,Ledella,Ledella oxira,0.28,5,2,2,522
Nuc237,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,139.8862442,Ledella,Ledella galathea,0.28,5,2,2,522
Nuc239,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,16.01133518,Ledella,Ledella parva,0.28,5,2,2,522
Nuc241,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,231.2011247,Nuculana,Nuculana commutata,0.28,5,2,2,522
Nuc242,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,558.4251735,Propeleda,Propeleda paucistriata,0.28,5,2,2,522
Nuc243,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,1558.900315,Propeleda,Propeleda louiseae,0.28,5,2,2,522
Nuc244,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,58.47179892,Ledella,Ledella sp.,0.28,5,2,2,522
Nuc246,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,219.2788804,Nuculana,Nuculana acuta,0.28,5,2,2,522
Nuc281,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae,100.9900314,Tindariopsis,Tindariopsis sp.,0.28,5,3,3,533
Nuc282,Protobranchia,Nuculoida,Nuculanoidea,Nuculanidae ,139.4434244,Nuculanidae ,Nuculanidae sp.,0.28,5,2,2,522
Pan14,Anomalodesmata,Pholadomyoida,Pandoroidea,Pandoridae,1548.8,Pandora,Pandora pinna,0.42,,3,1, 
Pec16,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8694.33187,Delectopecten,Delectopecten vitreus,0.45,3,3,1,331
Pec17,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8694.33187,Delectopecten,Delectopecten sp. a,0.45,3,3,1,331
Pec22,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8089.797549,Hyalopecten,Hyalopecten undatus ,0.45,3,3,1,331
Pec36,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,486540.2099,Zygochlamys,Zygochlamys patagonica,0.45,3,3,1,331
Pec67,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,7101154.293,Placopecten,Placopecten magellanicus,0.45,3,3,1,331
Pec78,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,60687.74154,Pectinidae,Pectinidae sp. a,0.45,3,3,1,331
Pec79,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,60153.82145,Pectinidae,Pectinidae sp. b,0.45,3,3,1,331
Pec80,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,59622.58955,Pectinidae,Pectinidae sp. c,0.45,3,3,1,331
Pec81,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8437.745831,Pectinidae,Pectinidae sp. d,0.45,3,3,1,331
Pec83,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8089.797549,Hyalopecten,Hyalopecten parvulinus,0.45,3,3,1,331
Pec84,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8089.797549,Hyalopecten,Hyalopecten sp. a,0.45,3,3,1,331
Pec85,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8089.797549,Hyalopecten,Hyalopecten sp. e,0.45,3,3,1,331
Pec86,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,67780.00307,Pseudamussium,Pseudamussium clavatum,0.45,3,4,1,341
Pec87,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,449119.8674,Flexopecten,Flexopecten proteus,0.45,3,3,1,331
Pec88,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,8437.745831,Pectinidae,Pectinidae sp.,0.45,3,3,1,331
Pec89,Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,18996.70784,Pectinidae,Pectinidae sp. e,0.45,3,3,1,331
Per1,Anomalodesmata,Pholadomyoida,Thracioidea,Periplomatidae,173971.1058,Periploma,Periploma planiusculum,0.42,6,5,1,651
Per8,Anomalodesmata,Pholadomyoida,Thracioidea,Periplomatidae,1157.519612,Periploma,Periploma tenerum,0.42,6,5,1,651
Por25,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,405.3467493,Poromya,Poromya sp. 256,0.42,5,2,5,525
Por26,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,405.3467493,Poromya,Poromya sp. 301,0.42,5,2,5,525
Por27,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,405.3467493,Poromya,Poromya sp. 335,0.42,5,2,5,525
Por28,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,5236.478306,Cetoconcha,Cetoconcha sp.,0.42,5,2,5,525
Por29,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,405.3467493,Poromya,Poromya sp.,0.42,5,2,5,525
Por7,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,74.41344592,Poromya ,Poromya granulata,0.42,5,2,5,525
Por8,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,1184.85298,Poromya ,Poromya tornata,0.42,5,2,5,525
Por9,Anomalodesmata,Septibranchida,Poromyoidea,Poromyidae,5236.478306,Cetoconcha,Cetoconcha braziliensis,0.42,5,2,5,525
Pri1,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,47.94462013,Pristigloma,Pristigloma nitens,0.28,5,2,2,522
Pri4,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,0.734693878,Microgloma,Microgloma turnerae,0.28,5,2,2,522
Pri5,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,0.598512699,Microgloma,Microgloma sp. s,0.28,5,2,2,522
Pri6,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,21.00280226,Pristigloma,Pristigloma sp. a,0.28,5,2,2,522
Pri7,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,6.675489927,Pristigloma,Pristigloma alba,0.28,5,2,2,522
Pri8,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,0.83919051,Microgloma,Microgloma yongei,0.28,5,2,2,522
Pri9,Protobranchia,Nuculoida,Pristiglomoidea,Pristiglomidae,0.31752,Microgloma,Microgloma pusilla,0.28,5,2,2,522
Pro1,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,7108.304219,Propeamussium,Propeamussium meridionale,0.45,3,3,5,335
Pro14,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,1152.335152,Bathypecten,Bathypecten sp. d,0.45,3,4,5,345
Pro15,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium lucidum,0.45,3,4,5,345
Pro16,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,246.0349711,Cyclopecten,Cyclopecten sp. a,0.45,3,4,5,345
Pro17,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,246.0349711,Cyclopecten,Cyclopecten sp. zg,0.45,3,4,5,345
Pro19,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,291.1392099,Cyclopecten,Cyclopecten ambiannulatus,0.45,3,4,5,345
Pro20,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,1152.335152,Bathypecten ,Bathypecten eucymatus,0.45,3,4,5,345
Pro21,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,932.2235434,Similipecten,Similipecten similis,0.45,3,3,5,335
Pro22,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,547.5563623,Parvamussium ,Parvamussium permirum,0.45,3,4,5,345
Pro23,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,816.217279,Propeamussium,Propeamussium lucidum,0.45,3,3,5,335
Pro37,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,438.976,Cyclopecten,Cyclopecten pustulosus,0.45,3,4,5,345
Pro41,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,95.37705571,Cyclopecten,Cyclopecten simplex,0.45,3,4,5,345
Pro46,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,21.22350941,Parvamussium,Parvamussium obliquum,0.45,3,4,5,345
Pro57,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,932.2235434,Similipecten,Similipecten minor,0.45,3,3,5,335
Pro59,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium sp. a,0.45,3,4,5,345
Pro60,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium sp. b,0.45,3,4,5,345
Pro61,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium sp. q,0.45,3,4,5,345
Pro62,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium sp. z,0.45,3,4,5,345
Pro63,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,1152.335152,Bathypecten,Bathypecten sp. a,0.45,3,4,5,345
Pro64,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,1152.335152,Bathypecten,Bathypecten sp. b,0.45,3,4,5,345
Pro65,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,1152.335152,Bathypecten,Bathypecten sp. c,0.45,3,4,5,345
Pro66,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,1152.335152,Bathypecten,Bathypecten sp. e,0.45,3,4,5,345
Pro67,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium thalassinum,0.45,3,4,5,345
Pro68,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,4712.803987,Propeamussium ,Propeamussium sp. a,0.45,3,3,5,335
Pro69,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,3748.287091,Propeamussium ,Propeamussium sp. c,0.45,3,3,5,335
Pro71,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,246.0349711,Cyclopecten,Cyclopecten sp. ze,0.45,3,4,5,345
Pro72,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,246.0349711,Cyclopecten,Cyclopecten sp. zf,0.45,3,4,5,345
Pro73,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,246.0349711,Cyclopecten,Cyclopecten sp. c,0.45,3,4,5,345
Pro74,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,164.1093632,Parvamussium,Parvamussium sp. d,0.45,3,4,5,345
Pro75,Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,2924.531756,Propeamussium,Propeamussium sp.,0.45,3,3,5,335
Sem23,Heterodonta,Veneroida,Tellinoidea,Semelidae,3480.307832,Abra,Abra longicallus,0.42,5,3,2,532
Sem7,Heterodonta,Veneroida,Tellinoidea,Semelidae,7811.555556,Abra,Abra profundorum,0.42,5,3,2,532
Serp1,,,,,164.11,Serapta,Serapta sp.,, , , , 
Sil3,Protobranchia,Nuculoida,Nuculanoidea,Siliculidae,44.5268492,Silicula,Silicula filatovae,0.28,5,2,2,522
Sil4,Protobranchia,Nuculoida,Nuculanoidea,Siliculidae,31.08369596,Silicula,Silicula fragilis,0.28,5,2,2,522
Sil5,Protobranchia,Nuculoida,Nuculanoidea,Siliculidae,306.286144,Silicula,Silicula mcalesteri,0.28,5,2,2,522
Sol113,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya sp.,0.28,5,2,6,526
Sol114,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya sp. 195,0.28,5,2,6,526
Sol115,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya sp. 237,0.28,5,2,6,526
Sol116,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya sp. 259,0.28,5,2,6,526
Sol117,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya sp. 280,0.28,5,2,6,526
Sol118,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya sp. 293,0.28,5,2,6,526
Sol119,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,980,Solemya,Solemya acherax,0.28,5,2,6,526
Sol19,Protobranchia,Solemyoida,Solemyoidea,Solemyidae,15106.65144,Solemya,Solemya grandis,0.28,5,2,6,526
Tel107,Heterodonta,Veneroida,Tellinoidea,Tellinidae,164.11,Tellinidae,Tellinidae sp. a,0.42,5,3,2,532
Tel108,Heterodonta,Veneroida,Tellinoidea,Tellinidae,164.11,Tellinidae,Tellinidae sp. b,0.42,5,3,2,532
Tel109,Heterodonta,Veneroida,Tellinoidea,Tellinidae,164.11,Tellinidae,Tellinidae sp. c,0.42,5,3,2,532
Tel110,Heterodonta,Veneroida,Tellinoidea,Tellinidae,164.11,Tellinidae,Tellinidae sp. d,0.42,5,3,2,532
Tel113,Heterodonta,Veneroida,Tellinoidea,Tellinidae,164.11,Tellinidae,Tellinidae sp. f,0.42,5,3,2,532
