Species_ID,Subclass,Order,Superfamily,Family,Biovolume_mm3,Genus,Species,B0 Order,tiering,motility,feeding,ecospace
Tel114,Heterodonta,Veneroida,Tellinoidea,Tellinidae,164.11,Tellinidae,Tellinidae sp. x,0.42,5,3,2,532
Thr16,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,1300,Thracia ,Thracia nitida,0.42,5,2,1,521
Thr19,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,41936.49984,Asthenothaerus ,Asthenothaerus hemphillii,0.42,5,2,1,521
Thr23,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,301363.5528,Thracia ,Thracia conradi ,0.42,5,2,1,521
Thr25,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,8780.04,Thracia,Thracia durouchouxi,0.42,5,2,1,521
Thr26,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,3199.064708,Thracia,Thracia gracilis,0.42,5,2,1,521
Thr27,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,211276.6064,Thracia,Thracia pubescens,0.42,5,2,1,521
Thr28,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,41936.49984,Thracia ,Thracia sp. 1,0.42,5,2,1,521
Thr29,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,41936.49984,Thracia ,Thracia sp. 2,0.42,5,2,1,521
Thr30,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,41936.49984,Thracia ,Thracia sp. 3,0.42,5,2,1,521
Thr31,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,41936.49984,Bushia,Bushia sp.,0.42,5,2,1,521
Thr32,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,41936.49984,Thracia,Thracia sp.,0.42,5,2,1,521
Thr7,Anomalodesmata,Pholadomyoida,Thracioidea,Thraciidae,43212.78769,"Thracia, sensu lato","Thracia, sensu lato myopsis",0.42,5,2,1,521
Thy100,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 346b,0.42,5,3,2,532
Thy101,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 346c,0.42,5,3,2,532
Thy103,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. S50,0.42,5,3,2,532
Thy105,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Axinulus,Axinulus incrassatus,0.42,5,3,2,532
Thy106,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira robusta,0.42,5,3,2,532
Thy107,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira hydroida,0.42,5,3,2,532
Thy108,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira intermedius,0.42,5,3,2,532
Thy109,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira ,Thyasira platyssima,0.42,5,3,2,532
Thy11,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,65.37309091,Mendicula,Mendicula ferruginosa,0.42,5,3,2,532
Thy110,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp.,0.42,5,3,2,532
Thy111,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 188a,0.42,5,3,2,532
Thy112,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 2,0.42,5,3,2,532
Thy12,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,4.136773459,Thyasira,Thyasira alleni,0.42,5,3,2,532
Thy13,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,24.78635013,Thyasira,Thyasira brevis,0.42,5,3,2,532
Thy14,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,3.106062789,Thyasira,Thyasira carrozae,0.42,5,3,2,532
Thy15,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,6.730955739,Thyasira,Thyasira croulinensis,0.42,5,3,2,532
Thy16,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,8.849600353,Thyasira,Thyasira eumyaria,0.42,5,3,2,532
Thy17,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,7.596086341,Thyasira,Thyasira incrassata,0.42,5,3,2,532
Thy18,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,1.096287777,Thyasira,Thyasira inflata,0.42,5,3,2,532
Thy19,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,67.53221197,Thyasira,Thyasira obsoleta,0.42,5,3,2,532
Thy20,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,5.431724755,Thyasira,Thyasira pygmaea,0.42,5,3,2,532
Thy21,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,7.551499138,Thyasira,Thyasira subovata ,0.42,5,3,2,532
Thy22,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,6.141703754,Thyasira,Thyasira succisa,0.42,5,3,2,532
Thy23,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,21.0445394,Thyasira,Thyasira tortuosa,0.42,5,3,2,532
Thy24,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,3.110891888,Thyasira,Thyasira transversa,0.42,5,3,2,532
Thy25,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,5.18871347,Thyasira,Thyasira ultima,0.42,5,3,2,532
Thy26,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,0.969078532,Thyasira,Thyasira verrilli,0.42,5,3,2,532
Thy27,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 2a,0.42,5,3,2,532
Thy28,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 17,0.42,5,3,2,532
Thy29,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 21,0.42,5,3,2,532
Thy34,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,73.25735319,Thyasira,Thyasira equalis ,0.42,5,3,2,532
Thy37,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,1643.314484,Axinus,Axinus grandis,0.42,5,3,2,532
Thy38,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,7374.694048,Thyasira,Thyasira trisinuata,0.42,5,3,2,532
Thy39,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,3437.688165,Thyasira,Thyasira excavata plicata,0.42,5,3,2,532
Thy40,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,376.9992126,Thyasira,Thyasira subcircularis ,0.42,5,3,2,532
Thy41,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,39.96773963,Thyasira,Thyasira subequatoria,0.42,5,3,2,532
Thy42,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,581.4415833,Thyasira,Thyasira biscayensis,0.42,5,3,2,532
Thy43,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,10.96122346,Thyasira,Thyasira atlantica,0.42,5,3,2,532
Thy45,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,2.259682557,Thyasira,Thyasira bushae,0.42,5,3,2,532
Thy56,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,26.39476331,Axinodon,Axinodon symmetros,0.42,5,3,2,532
Thy61,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 2c,0.42,5,3,2,532
Thy62,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 3,0.42,5,3,2,532
Thy63,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 4,0.42,5,3,2,532
Thy64,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 8a,0.42,5,3,2,532
Thy65,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 9,0.42,5,3,2,532
Thy66,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 15,0.42,5,3,2,532
Thy67,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 28,0.42,5,3,2,532
Thy68,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 30,0.42,5,3,2,532
Thy69,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 32,0.42,5,3,2,532
Thy70,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 34,0.42,5,3,2,532
Thy71,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 40,0.42,5,3,2,532
Thy73,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 47a,0.42,5,3,2,532
Thy74,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 47b,0.42,5,3,2,532
Thy75,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 65,0.42,5,3,2,532
Thy76,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 67,0.42,5,3,2,532
Thy77,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 72,0.42,5,3,2,532
Thy78,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 98,0.42,5,3,2,532
Thy79,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 128,0.42,5,3,2,532
Thy80,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 186,0.42,5,3,2,532
Thy82,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 188b,0.42,5,3,2,532
Thy83,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 202,0.42,5,3,2,532
Thy84,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 210,0.42,5,3,2,532
Thy85,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 239,0.42,5,3,2,532
Thy86,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 243,0.42,5,3,2,532
Thy87,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 280,0.42,5,3,2,532
Thy88,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 297,0.42,5,3,2,532
Thy89,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 299,0.42,5,3,2,532
Thy90,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 306,0.42,5,3,2,532
Thy91,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 309,0.42,5,3,2,532
Thy92,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 314,0.42,5,3,2,532
Thy93,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 318,0.42,5,3,2,532
Thy94,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 323,0.42,5,3,2,532
Thy95,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 328,0.42,5,3,2,532
Thy97,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 330,0.42,5,3,2,532
Thy98,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 334,0.42,5,3,2,532
Thy99,Heterodonta,Veneroida,Lucinoidea,Thyasiridae,61.72899541,Thyasira,Thyasira sp. 346a,0.42,5,3,2,532
Tin10,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,36.10988189,Pseudotindaria,Pseudotindaria championi,0.28,5,2,1,521
Tin11,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,275.1517831,Spinula,Spinula hilleri,0.28,5,2,1,521
Tin12,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,657.8476907,Spinula,Spinula scheltemai,0.28,5,2,1,521
Tin18,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,53.12330779,Tindaria,Tindaria perrieri,0.28,5,2,1,521
Tin19,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,53.12330779,Tindaria,Tindaria sp. 188,0.28,5,2,1,521
Tin20,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,80.48339241,Pseudotindaria,Pseudotindaria sp.,0.28,5,2,1,521
Tin21,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,277.3983073,Spinula,Spinula sp.,0.28,5,2,1,521
Tin3,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,142.6516385,Tindaria,Tindaria agatheda,0.28,5,2,1,521
Tin4,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,8.835259858,Tindaria,Tindaria miniscula,0.28,5,2,1,521
Tin5,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,498.9699632,Tindaria ,Tindaria callistiformis,0.28,5,2,1,521
Tin6,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,151.3149967,Pseudotindaria,Pseudotindaria erebus,0.28,5,2,1,521
Tin7,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,82.98494105,Spinula,Spinula filatovae,0.28,5,2,1,521
Tin8,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,46.04498523,Spinula ,Spinula subexcisa,0.28,5,2,1,521
Tin9,Protobranchia,Nuculoida,Nuculanoidea,Tindariidae,83.94192118,Tindaria,Tindaria hessleri,0.28,5,2,1,521
Ven106,Heterodonta,Veneroida,Veneroidea,Veneridae,164.11,Veneridae,Veneridae sp. 280,0.42, , , , 
Ven107,Heterodonta,Veneroida,Veneroidea,Veneridae,164.11,Veneridae,Veneridae sp. h,0.42, , , , 
Ver10,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,382.236996,Lyonsiella,Lyonsiella formosa,0.42,5,2,5,525
Ver11,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,20.67408359,Lyonsiella,Lyonsiella subquadrata,0.42,5,2,5,525
Ver12,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,2572.768681,Verticordia,Verticordia triangularis,0.42,5,2,5,525
Ver13,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,79.25342058,Policordia,Policordia gemma,0.42,5,2,5,525
Ver14,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,82.85511212,Lyonsiella,Lyonsiella perplexa,0.42,5,2,5,525
Ver15,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,50.09350762,Lyonsiella,Lyonsiella frielei,0.42,5,2,5,525
Ver16,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,40.99716034,Lyonsiella,Lyonsiella smidti,0.42,5,2,5,525
Ver17,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,526.9673873,Lyonsiella,Lyonsiella fragilis,0.42,5,2,5,525
Ver19,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,356.4309052,Verticordia,Verticordia quadrata,0.42,5,2,5,525
Ver20,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,5626.029593,Policordia,Policordia densicostata,0.42,5,2,5,525
Ver21,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,39.73676163,Policordia,Policordia atlantica,0.42,5,2,5,525
Ver24,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,4.117758262,Policordia,Policordia laevis,0.42,5,2,5,525
Ver25,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,35.51900397,Laevicordia,Laevicordia horrida,0.42,5,3,5,535
Ver26,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,54216.37194,Halicardia ,Halicardia flexuosa,0.42,5,2,5,525
Ver46,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,144.2056934,Lyonsiella ,Lyonsiella sp. 239,0.42,5,2,5,525
Ver47,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,1123.737061,Verticordia,Verticordia sp. ,0.42,5,2,5,525
Ver48,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,1123.737061,Verticordia,Verticordia sp. 88,0.42,5,2,5,525
Ver49,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,1123.737061,Verticordia,Verticordia sp. 98,0.42,5,2,5,525
Ver50,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,1123.737061,Verticordia,Verticordia sp. 240,0.42,5,2,5,525
Ver51,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,1123.737061,Verticordia,Verticordia sp. 309,0.42,5,2,5,525
Ver52,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,2206.552835,Policordia,Policordia sp.,0.42,5,2,5,525
Ver53,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,2206.552835,Policordia ,Policordia sp. 128,0.42,5,2,5,525
Ver55,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,2206.552835,Policordia ,Policordia sp. 297,0.42,5,2,5,525
Ver57,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae ,35.51900397,Laevicordia,Laevicordia sp.,0.42,5,3,5,535
Ver58,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,144.2056934,Lyonsiella,Lyonsiella sp.,0.42,5,2,5,525
Ver6,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,54680.28203,Policordia,Policordia jeffreysi,0.42,5,2,5,525
Ver9,Anomalodesmata,Septibranchida,Verticordioidea,Verticordiidae,342.0165266,Lyonsiella,Lyonsiella abyssicola,0.42,5,2,5,525
Yol11,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,281.5064094,Portlandia,Portlandia lenticula,0.28,5,2,2,522
Yol14,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,132.566866,Yoldiella,Yoldiella frigida,0.28,5,2,2,522
Yol18,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,6.498115118,Portlandia,Portlandia minuta,0.28,5,2,2,522
Yol19,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,7.429981293,Yoldiella ,Yoldiella americana,0.28,5,2,2,522
Yol20,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,235.6715528,Yoldiella,Yoldiella bilanta,0.28,5,2,2,522
Yol21,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,186.6169729,Yoldiella,Yoldiella biscayensis,0.28,5,2,2,522
Yol22,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,80.48014359,Yoldiella,Yoldiella blanda,0.28,5,2,2,522
Yol23,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,236.3918475,Yoldiella,Yoldiella capensis,0.28,5,2,2,522
Yol24,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,64.02452705,Yoldiella,Yoldiella curta,0.28,5,2,2,522
Yol25,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,45.58873276,Yoldiella,Yoldiella ella,0.28,5,2,2,522
Yol26,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,24.22943253,Yoldiella,Yoldiella enata,0.28,5,2,2,522
Yol27,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,49.55581075,Yoldiella,Yoldiella extensa,0.28,5,2,2,522
Yol28,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,475.48229,Yoldiella,Yoldiella jeffreysi,0.28,5,2,2,522
Yol29,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,34.95387328,Yoldiella,Yoldiella inconspicua,0.28,5,2,2,522
Yol30,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,25.26772009,Yoldiella,Yoldiella insculpta,0.28,5,2,2,522
Yol31,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,46.72800386,Yoldiella,Yoldiella lata,0.28,5,2,2,522
Yol32,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,136.2870694,Yoldiella,Yoldiella lucida,0.28,5,2,2,522
Yol33,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,102.3568442,Yoldiella,Yoldiella obesa,0.28,5,2,2,522
Yol34,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,12.4192172,Yoldiella,Yoldiella ovata,0.28,5,2,2,522
Yol35,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,17.29737877,Yoldiella,Yoldiella perplexa,0.28,5,2,2,522
Yol36,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,52.5929559,Yoldiella,Yoldiella pseudolata,0.28,5,2,2,522
Yol37,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,29.2219333,Yoldiella,Yoldiella robusta,0.28,5,2,2,522
Yol38,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,49.24036803,Yoldiella,Yoldiella subcircularis,0.28,5,2,2,522
Yol39,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,52.5929559,Yoldiella,Yoldiella subequilateria,0.28,5,2,2,522
Yol40,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,53.60970396,Portlandia,Portlandia abyssorum,0.28,5,2,2,522
Yol42,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,28.29310736,Yoldiella,Yoldiella argentinensis,0.28,5,2,2,522
Yol43,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,10.04626612,Yoldiella,Yoldiella artipica,0.28,5,2,2,522
Yol44,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,2.423119271,Yoldiella,Yoldiella biguttata,0.28,5,2,2,522
Yol45,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,13.6059775,Yoldiella ,Yoldiella fabula,0.28,5,2,2,522
Yol46,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,16.02184589,Yoldiella,Yoldiella hanna,0.28,5,2,2,522
Yol47,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,11.21227953,Yoldiella,Yoldiella similis,0.28,5,2,2,522
Yol48,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,21.33463408,Yoldiella,Yoldiella sinuosa,0.28,5,2,2,522
Yol49,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,43.27413559,Yoldiella,Yoldiella veletta,0.28,5,2,2,522
Yol50,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,35.56730466,Yoldiella,Yoldiella similiris,0.28,5,2,2,522
Yol73,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,35.04639564,Yoldiella,Yoldiella dissimilis,0.28,5,2,2,522
Yol84,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,52.5929559,Yoldiella,Yoldiella sp. 246,0.28,5,2,2,522
Yol86,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,58.04297286,Portlandia ,Portlandia sp.,0.28,5,2,2,522
Yol87,Protobranchia,Nuculoida,Nuculanoidea,Yoldiidae,52.5929559,Yoldiella,Yoldiella sp.,0.28,5,2,2,522
Pho39,Heterodonta,Myoida,Pholadoidea,Pholadidae,164.11,Xylophaga,Xylophaga sp.,0.44,,,,
